textID,text,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km�),Density (P/Km�)
9cf0c77bc1,Going into town later to get myself a birthday present.  An iPod Touch will do nicely I think,noon,21-30,Togo,8278724,54390,152
9e07e4f596,"I`m off to bed. Head just won`t stop giving me pain. ahgg.. Let this sinus, allergy, whatever you are be over tomorrow! Sogni D`oro",night,31-45,Tonga,105695,720,147
bb14e1f4cb,At the bus stop there`s always a big pile of loogies. So. Gross.,morning,46-60,Trinidad and Tobago,1399488,5130,273
8f65a41e73, well keep me posted if it comes out fully thanks,noon,60-70,Tunisia,11818619,155360,76
c29116d111,happy Star Wars day,night,70-100,Turkey,84339067,7.70E+05,110
efb43fce11,"Thanks all for coming out tonight, hope ya had fun!",morning,0-20,Turkmenistan,6031200,469930,13
7053623c26, i mean give. lol with a finger! then crash her car! lol jk. thats bad. just ignore her,noon,21-30,Tuvalu,11792,30,393
72ee8deee3,things are looking better and better! i think i might be quite happy,night,31-45,Uganda,45741007,199810,229
6ffc960726,Had fun at the Airshow with the boys today - exhausted,morning,46-60,Ukraine,43733762,579320,75
586e68c59d,Marley and me is the saddest movie ever I never cry in movies but this movie mad me cry,noon,60-70,United Arab Emirates,9890402,83600,118
04b57c4359,one of my cat`s is sick,night,70-100,United Kingdom,67886011,241930,281
e33459f8f1,"Just left Brooklyn going uptown for some latin coffee with a dollar sandwich, can`t find that in downtown Brooklyn, where Brooklyn @",morning,0-20,United States of America,331002651,9147420,36
43c61eb7a3,I can`t find my camera,noon,21-30,Uruguay,3473730,175020,20
a7a96b2c1d,i think that i`m the only 1 on!!!,night,31-45,Uzbekistan,33469203,425400,79
87cd836d7b,is feelin it,morning,46-60,Vanuatu,307145,1.22E+04,25
a72f4f357b,"I`m the bird with broken wings, she`s the song i love to sing  you know who you are ****",noon,60-70,Venezuela,28435940,882050,32
ad5d8a84c1, rofl. room is too small to dance,night,70-100,Vietnam,97338579,310070,314
18a11e8dbd,@_mmmichelle you`re in france?!?! cheri!,morning,0-20,Yemen,29825964,527970,56
2e8bd923d0, that made me cry  poor hollie ****,noon,21-30,Zambia,18383955,743390,25
ebae3ed394,"OK, time to head into Urban Outfitters to see what catches my eye, then head home, since this rain is hindering any more pics for the day",night,31-45,Zimbabwe,14862924,386850,38
10c55c13b8,really annoyed that work appear to have blocked facebook now...,morning,46-60,Afghanistan,38928346,652860,60
b26843421f,Mothers Day,noon,60-70,Albania,2877797,27400,105
f3c6e98737,_ PrintChick thx for sharen LUV IT,night,70-100,Algeria,43851044,2381740,18
b9ade6591a, delegate  I am now eating pate on toast a my wife is editing yesterday`s engagement shoot ;),morning,0-20,Andorra,77265,470,164
3ae98f1cae,Ha! I think I really have lost it. Time to get ready for work.,noon,21-30,Angola,32866272,1246700,26
3477bb4c82, hell yea its hot here  i miss cali,night,31-45,Antigua and Barbuda,97929,440,223
193fe8822f,YES! I DONE IT! at last.  my homework is ready dx and i can go waaalkiiing because the sun is shining ^^ oh yeah.,morning,46-60,Argentina,45195774,2736690,17
b631ec4bfa, you writing fanfic? me read!,noon,60-70,Armenia,2963243,28470,104
6913d9c30e, I`m saving up for a three burner weber for next year,night,70-100,Australia,25499884,7682300,3
07d608a03d,  Thanks Mr. DJ!,morning,0-20,Austria,9006398,8.24E+04,109
d0ce0ab587,I hate the new mt dew commercial..the one with a giant mosquito..it scares me and grosses me out all at the same time.,noon,21-30,Azerbaijan,10139177,82658,123
425c9eb614," ohh sorry , thats someone else`s pic  my bad",night,31-45,Bahamas,393244,10010,39
43790fc27b," *hugs* Oh gosh, I`m sorry",morning,46-60,Bahrain,1701575,760,2239
727cbe5970,"_ YEEEAH :`D lmao, dentists aren`t nice  espesh after they decide your too old for goodie bags with stickers & awesome toothpaste",noon,60-70,Bangladesh,164689383,130170,1265
7d0291358f, why do we need to wait another year for toy story 3?!,night,70-100,Barbados,287375,430,668
9dec21d822,"HAHAH, Did I hear MVP Chants in Atlanta`s Arena?  At least they get it right there, unlike at staples",morning,0-20,Belarus,9449323,202910,47
3d90ad58ee, haha well then maybe u shouldn`t be so weak  hehe jks  ****,noon,21-30,Belgium,11589623,30280,383
12b08fabd2,Biggest food fight/mosh pit ever and i miss it from across the school,night,31-45,Belize,397628,22810,17
f97b6d38ed,I killed my dill plant again. Why does this happen with dill? It is doing great then suddenly it`s dead. http://tinyurl.com/mlh4f5,morning,46-60,Benin,12123200,112760,108
93370a10dc,#3wordsaftersex it hurts now,noon,60-70,Bhutan,771608,3.81E+04,20
3ff2b333c3," I can only imagine, but I know I love hearing about your novel!    I`m kinda awake, lol.  Will continue to do so, hopefully.",night,70-100,Bolivia,11673021,1083300,11
ec9c43fbb3,Gonna try to get a couple hours of sleep. Love going to bed at 9 am. Later Twitter,morning,0-20,Bosnia and Herzegovina,3280819,51000,64
99fdaff40d,http://twitpic.com/4wi9p - playing with ethan. i love you baby,noon,21-30,Botswana,2351627,566730,4
0c524f5e69, how come? i want pizza,night,31-45,Brazil,212559417,8358140,25
1783b5eb60,Geez I`m hating bein at work till 10 on a day like this I feel like its a wasted lovley day,morning,46-60,Brunei,437479,5270,83
932227184c,"At every gas station, I look for postcards for   No luck.",noon,60-70,Bulgaria,6948445,108560,64
00f377c634,ya i walked into the wall thats why i have a plaster on my neck,night,70-100,Burkina Faso,20903273,273600,76
b99ba239de,  Hey everyone! I just mixed the first single....!  'Why R U' ...I`m sooo excited!,morning,0-20,Burundi,11890784,25680,463
1f9663bb46,"Guys will go see Constance 	 logically",noon,21-30,C�te d'Ivoire,26378274,318000,83
23d8ccab77,did not sleep a wink last night  X,night,31-45,Cabo Verde,555987,4.03E+03,138
f59bbec4a3, // i feel your pain. i once lived in an apt for 6 mos where the previous tenant had 4 cats. burning eyes/tight lungs =  gregg,morning,46-60,Cambodia,16718965,176520,95
a37b6c27a2,ahh! big scary bug flying around my room!!!!!,noon,60-70,Cameroon,26545863,472710,56
1d06a9cc02,"oh yes, the Cavs win game5, now onto game6. it`s still danger, they HAVE to win this one either, it`s no shot for the championship",night,70-100,Canada,37742154,9093510,4
e124c79abd, Happy Anoop Day to you too Monica,morning,0-20,Central African Republic,4829767,622980,8
5a5d7e4d2f,"Just tried an energy drink to report back for you guys, and im sweating and have the worst cramps. I want to lie down",noon,21-30,Chad,16425864,1259200,13
bd3b5dbd9a,Happy Mothers May to my Mak   Love you always! XOXO.,night,31-45,Chile,19116201,743532,26
12e0187cb9, i found out that there`s sushi with fake crab meat and it`s not good for you,morning,46-60,China,1439323776,9388211,153
ea032bbaaf,is thinking about a career change,noon,60-70,Colombia,50882891,1109500,46
e42d0e6e9d," meh, i feel fine now, it was crazy 10 minute sickness session, but now i`m hungry again",night,70-100,Comoros,869601,1861,467
946573f031, what sun?,morning,0-20,Congo (Congo-Brazzaville),5518087,3.42E+05,16
2d5051cce9,   Well....hopefully someday soon you can get one!,noon,21-30,Costa Rica,5094118,51060,100
16fb14a0f7,Under sooooo much stress lately,night,31-45,Croatia,4105267,55960,73
8b5e410207, me too. ****.,morning,46-60,Cuba,11326616,106440,106
eaeee872b9," Tuned to listen, but had a 1:30 meeting. Now know that my high school/college French doesn`t cut it anymore.",noon,60-70,Cyprus,1207359,9240,131
e8d8465eab,"Do you have a chronic illness blog? Let me know, I`ll post your link on my own  www.ptsici.blogspot.com",night,70-100,Czechia (Czech Republic),10708981,77240,139
1a857a38fb,Weekend is getting close. Too bad I`ll be stuck up north  Hopefully I`ll be able to get out next weekend for some real life fun.,morning,0-20,Democratic Republic of the Congo,89561403,2267050,40
25694a4e38,JT should just be a regular on SNL,noon,21-30,Denmark,5792202,42430,137
a4b3b95e89, #twappy http://bit.ly/D9qVk,night,31-45,Djibouti,988000,23180,43
2e57d38abb, It`s never too late - they just need to buck their ideas up and stop being such a bunch of stuffy old reactionaries!,morning,46-60,Dominica,71986,750,96
d6b053947f,not at all happy...dont know what the reason is,noon,60-70,Dominican Republic,10847910,4.83E+04,225
7db93d25c6,"_fan76 ROFL!  THAT`S my problem, only two hands",night,70-100,Ecuador,17643054,248360,71
94977637ab,"no transport for church  wont be making it, im crushed. Oh well, more time for assignments I suppose. My throat really hurts ...",morning,0-20,Egypt,102334404,995450,103
a028e284db," What timeeee? My mom says I have to do something daw tomorrow, eh. But we`re never compelte!",noon,21-30,El Salvador,6486205,20720,313
513358abe6, I`ve been sat sunbathing in the bombed out church all day and left and missed you,night,31-45,Equatorial Guinea,1402985,28050,50
d2dbf84fe0,I know exactly where i should be,morning,46-60,Eritrea,3546421,101000,35
9d8efb8db9," I`ve made a game for you, Stephen- http://tinyurl.com/ctw4ld - well, actually it`s for us, not you",noon,60-70,Estonia,1326535,42390,31
88040d7737, thanks to follow. have a nice rest,night,70-100,"Eswatini (fmr. ""Swaziland"")",1160164,17200,67
db4bb26337, Sensation Ocean of White Portugal: absolutely amazing  Adoreiii!,morning,0-20,Ethiopia,114963588,1000000,115
9e2748c5e4," yeah i got ur text! well ive only been on summer break for a week, and so far its been boring... all i do is watch tennis matches",noon,21-30,Fiji,896445,18270,49
060acf7042,I`ve been nudged!!! not much going on lately umped games over the wknd and i took one to the pills,night,31-45,Finland,5540720,3.04E+05,18
5ad2c5e27b,i just saw a bird slowly die right next to me,morning,46-60,France,65273511,547557,119
6a5af5f4c5, hahahaha where is that train? I want on! That should be a wild ride,noon,60-70,Gabon,2225734,257670,9
6fe391edf6,Love the family feud episode with the kardashians tonight,night,70-100,Gambia,2416668,10120,239
74e36c1c25,I`m coming up with a new plan with my bestie. Oh this one is gonna be great.,morning,0-20,Georgia,3989167,69490,57
2dfbe0b7fb,Hmmm. http://www.djhero.com/ is down,noon,21-30,Germany,83783942,348560,240
fbd7404138,lmao...ummmm nothing...,night,31-45,Ghana,31072940,227540,137
a26a75179f,_90 haha agreed  LOL,morning,0-20,Afghanistan,38928346,652860,60
6a72b1eb3c, hello  I`m up late playing on the internet. I love you!,noon,21-30,Albania,2877797,27400,105
981a6f186d,The music video I made for my  project for `This City is Contagious` by  is uploading to YouTube now.,night,31-45,Algeria,43851044,2381740,18
d794425886,Theyre sappin mah sentry! errr yea... i`m without power at home right now,morning,46-60,Andorra,77265,470,164
2280788f99,crash in Qmbol,noon,60-70,Angola,32866272,1246700,26
16ac3c903c, Perth Australia,night,70-100,Antigua and Barbuda,97929,440,223
007eeb40ff,http://twitpic.com/4wgoq - The Beach was phenomenal 2day,morning,0-20,Argentina,45195774,2736690,17
8f44c2f7bd," I forgot that was tonight! Was planning on heading down to the Cask, that might not be such a good idea",noon,21-30,Armenia,2963243,28470,104
da82d37656,Tired.....but can`t go to bed yet.....,night,31-45,Australia,25499884,7682300,3
970d89d516," You`re a night owl, too, huh?",morning,46-60,Austria,9006398,8.24E+04,109
13d29e0bab, haha no kidding... I listen to them all day long bud,noon,60-70,Azerbaijan,10139177,82658,123
afe5ce5d7d,"Going to group therapy session, can`t wait to spill my guts... Ha ha ha",night,70-100,Bahamas,393244,10010,39
979153b838," Eat it, it`s good for you",morning,0-20,Bahrain,1701575,760,2239
b34f37f31d,happy mothers day  esp to my mommy,noon,21-30,Bangladesh,164689383,130170,1265
036b210d6b, What phone do you have -- an old rotary?,night,31-45,Barbados,287375,430,668
5bfc1c74e0," I had to look at it 3 times before it sunk in, totally shocked by it  tbh.",morning,46-60,Belarus,9449323,202910,47
c1388fc963, im in schaumburg rite now ... and u want ice cream lol its type chilly outside lol i got ice cream here,noon,60-70,Belgium,11589623,30280,383
fd1db57dc0,i`m done.haha. HOUSE MD marathon ulet,night,70-100,Belize,397628,22810,17
e7d70b0d76," omginorite! I`d be all fancy and tophatted all the time, it`s really too bad I can`t grow a handlebar moustache..",morning,0-20,Benin,12123200,112760,108
f3f0fde02e, got ya - that wouldn`t be so bad tho right?,noon,21-30,Bhutan,771608,3.81E+04,20
bb47fa7074,just finish clean up my computer/guest room`s cupboard! my stuffs,night,31-45,Bolivia,11673021,1083300,11
8882fae1ac,just watched slumdog millionaire  its soo goood i love it :] but its sad!,morning,46-60,Bosnia and Herzegovina,3280819,51000,64
c7b61da1e2," I feel for you, that sounds like how Kiya was last night  all I can say is get comfy on the couch and enjoy the cuddles!",noon,60-70,Botswana,2351627,566730,4
ab881218a0, .. Eh .. have u never heard of Belfast..? Where like EVERYONE loves you!?!,night,70-100,Brazil,212559417,8358140,25
e2b73ce8df,wow its only 9:30,morning,0-20,Brunei,437479,5270,83
665dcd4cf2," Yes.  Me too. I can`t understand why they have to do that. I mean, I know it`s all about Hollywood, but this thing is called love.",noon,21-30,Bulgaria,6948445,108560,64
0b4a2b2eb1,I hve a blister on my pinky nd it hurts soooo much!,night,31-45,Burkina Faso,20903273,273600,76
0e72caa348,watching What Happens In Vegas!,morning,46-60,Burundi,11890784,25680,463
2c39030bc4,"oh happy day!!! nice weather, smiling, happy baby and icecream later",noon,60-70,C�te d'Ivoire,26378274,318000,83
47caebc343,headed to the beach with puppy maverick hugs and much aloha,night,70-100,Cabo Verde,555987,4.03E+03,138
2dd1bb7561,i want to borrow an MX5 this weekend,morning,0-20,Cambodia,16718965,176520,95
109516d45f, LOL! I had a peek at http://geehall.blogspot.com it`s coming along nicely  I totally understand about leaving the set quiet too.,noon,21-30,Cameroon,26545863,472710,56
2c4545ae23,_uk  o2 - train from Bristol to London. It`s terrible - and no wifi,night,31-45,Canada,37742154,9093510,4
8ef3dee547,everything is spinning,morning,46-60,Central African Republic,4829767,622980,8
1944d83437,_serafina85 Its headed this way,noon,60-70,Chad,16425864,1259200,13
967e1b9ad9, the DS version sucks,night,70-100,Chile,19116201,743532,26
e4ef55358a,On my way to school not feeln this rainy day at all.... But I had lots of FUN this weekend  ....,morning,0-20,China,1439323776,9388211,153
da276b88e8, congratulations i am heart hacker not a computer hacker@,noon,21-30,Colombia,50882891,1109500,46
c6c2478e74,I am going to be sooooo busy today it`s not funny. i hate busy day`s,night,31-45,Comoros,869601,1861,467
9e29d43b20, I still have an hour.,morning,46-60,Congo (Congo-Brazzaville),5518087,3.42E+05,16
1012d3a39c, Oh dear... that`s just... disturbing.   The coffee connoisseur in me just died a little.,noon,60-70,Costa Rica,5094118,51060,100
